Stock,Total_Test_Days,HAR_QLIKE_Global,LSHAR_QLIKE_Global,ResidLS_QLIKE_Global,WeeklyLS_QLIKE_Global,LSHAR_Active_Days,LSHAR_Active_Pct,HAR_on_LSHAR_Days,LSHAR_on_Active_Days,LSHAR_Improvement_Pct,ResidLS_Active_Days,ResidLS_Active_Pct,HAR_on_ResidLS_Days,ResidLS_on_Active_Days,ResidLS_Improvement_Pct,WeeklyLS_Active_Days,WeeklyLS_Active_Pct,HAR_on_WeeklyLS_Days,WeeklyLS_on_Active_Days,WeeklyLS_Improvement_Pct
Cleaned_BHARTIARTL_5minute.csv,803,-7.639687961269938,-7.637985961296662,-7.639687961269938,-7.639706837716581,34,4.2341220423412205,-7.837277571147106,-7.797080336484169,-0.5128979329623723,0,0.0,,,0.0,2,0.24906600249066002,-7.53150817942666,-7.539087072753873,0.10062915881729388
Cleaned_CGPOWER_5minute.csv,803,-6.538621804983924,-6.538515996190286,-6.538127895122283,-6.538621804983924,20,2.4906600249066,-6.630375553194908,-6.626127330130268,-0.06407213332874016,9,1.1207970112079702,-6.82621818058136,-6.782150445148179,-0.64556587948714,0,0.0,,,0.0
Cleaned_CHOLAFIN_5minute.csv,803,-6.8357463260501,-6.8358337193483605,-6.835890967155216,-6.836052041981998,48,5.9775840597758405,-6.96221790826615,-6.963679925318303,0.020999300386976102,5,0.62266500622665,-7.107673593973931,-7.130902955455734,0.32682088132884685,81,10.08717310087173,-6.746072346504466,-6.749103085928092,0.04492598460193801
Cleaned_TRENT_5minute.csv,804,-6.793627574419318,-6.799772800902371,-6.7934065021982155,-6.793627574419318,43,5.348258706467662,-6.596022361085849,-6.710923805094562,1.7419808138703425,21,2.6119402985074625,-7.39008955947258,-7.3816256515789265,-0.11453051854837784,0,0.0,,,0.0
Cleaned_BEL_5minute.csv,803,-6.931615790370548,-6.930995580778361,-6.930745042790551,-6.930474660248936,14,1.7434620174346203,-7.724246992846501,-7.688673542665972,-0.46054262911936433,4,0.49813200498132004,-6.390863153913421,-6.216060577228632,-2.7351951133197034,43,5.354919053549191,-7.1525492844658825,-7.1312393428924885,-0.2979349141945167
Cleaned_AMBUJACEM_5minute.csv,803,-6.919020091595262,-6.911015641567952,-6.916569844871817,-6.919020091595262,121,15.068493150684931,-6.7379003227102565,-6.68477988161993,-0.7883827089469256,31,3.8605230386052307,-6.557284318649639,-6.493815024490721,-0.9679204236791203,0,0.0,,,0.0
Cleaned_MAZDOCK_5minute.csv,803,-6.1562893533464305,-6.145406122994808,-6.1562893533464305,-6.154874285812897,253,31.506849315068493,-5.989626976167003,-5.955084549398806,-0.5767041404355019,0,0.0,,,0.0,208,25.90286425902864,-6.259778903507462,-6.254315926442904,-0.08727108654743035
Cleaned_PIDILITIND_5minute.csv,803,-7.573979353650044,-7.574543702394246,-7.573979353650044,-7.573983671366456,7,0.8717310087173101,-7.479045670815196,-7.543784533900029,0.8656032592160486,0,0.0,,,0.0,8,0.9962640099626401,-7.321361490111569,-7.321794880896375,0.005919538126778325
Cleaned_TCS_5minute.csv,803,-7.803518954277253,-7.803172892902119,-7.80202010371718,-7.8034897751094405,14,1.7434620174346203,-7.734199668774421,-7.714350577043565,-0.2566405391755411,4,0.49813200498132004,-7.147609594680494,-6.846715344746008,-4.20971859121156,2,0.24906600249066002,-7.988638280896716,-7.97692284502017,-0.14665122470947797
Cleaned_BAJFINANCE_5minute.csv,803,-7.220599432148776,-7.219263016153014,-7.220599432148776,-7.220526093965727,19,2.3661270236612704,-7.115308807848865,-7.05882764760693,-0.793797736222368,0,0.0,,,0.0,45,5.603985056039851,-7.166052758740187,-7.164744079607132,-0.01826220343491605
