Stock,Total_Test_Days,HAR_QLIKE_Global,LSHAR_QLIKE_Global,ResidLS_QLIKE_Global,WeeklyLS_QLIKE_Global,LSHAR_Active_Days,LSHAR_Active_Pct,HAR_on_LSHAR_Days,LSHAR_on_Active_Days,LSHAR_Improvement_Pct,ResidLS_Active_Days,ResidLS_Active_Pct,HAR_on_ResidLS_Days,ResidLS_on_Active_Days,ResidLS_Improvement_Pct,WeeklyLS_Active_Days,WeeklyLS_Active_Pct,HAR_on_WeeklyLS_Days,WeeklyLS_on_Active_Days,WeeklyLS_Improvement_Pct
Cleaned_BHARTIARTL_5minute.csv,803,-7.639687961269938,-7.638139090934855,-7.639687961269938,-7.639687961269938,30,3.7359900373599,-7.875155815650943,-7.833697719681887,-0.5264415960718173,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_CGPOWER_5minute.csv,803,-6.538621804983924,-6.538422949023426,-6.538214521111284,-6.538621804983924,19,2.3661270236612704,-6.636946249098009,-6.62854196824112,-0.1266287316705431,7,0.8717310087173101,-6.760930184005422,-6.714208905472513,-0.6910480845289418,0,0.0,,,0.0
Cleaned_CHOLAFIN_5minute.csv,803,-6.8357463260501,-6.836116517229339,-6.835820873019368,-6.835794422741958,43,5.354919053549191,-7.03363234665643,-7.04054545170127,0.09828641453127136,3,0.37359900373599003,-6.9361522513968685,-6.9561059901708235,0.2876773469027664,57,7.0983810709838115,-6.66606376244722,-6.666741335141279,0.01016450964474623
Cleaned_TRENT_5minute.csv,804,-6.793627574419318,-6.7989442799759425,-6.793379522537134,-6.793627574419318,38,4.72636815920398,-6.623060183460047,-6.735550479973904,1.6984640543472997,17,2.1144278606965177,-7.361147934670122,-7.349416539771589,-0.15936909572594296,0,0.0,,,0.0
Cleaned_BEL_5minute.csv,803,-6.931615790370548,-6.931042096078708,-6.930994056174613,-6.930322524390581,13,1.61892901618929,-7.79238931331401,-7.756952658210235,-0.45475981344038735,2,0.24906600249066002,-6.186814489837213,-5.93718821016858,-4.034811130650218,34,4.2341220423412205,-7.185295751525176,-7.1547518520570925,-0.42508896674991314
Cleaned_AMBUJACEM_5minute.csv,803,-6.919020091595262,-6.911212038350232,-6.917079395566996,-6.919020091595262,117,14.570361145703611,-6.726248082866087,-6.672659478116012,-0.7967087162096013,27,3.3623910336239105,-6.425363943675863,-6.367646206242667,-0.8982796607187377,0,0.0,,,0.0
Cleaned_MAZDOCK_5minute.csv,803,-6.1562893533464305,-6.145878681100827,-6.1562893533464305,-6.155084082142047,244,30.386052303860524,-5.959557626239248,-5.925296274545723,-0.5748975652601469,0,0.0,,,0.0,198,24.65753424657534,-6.26727321126588,-6.262385166936988,-0.0779931584936377
Cleaned_PIDILITIND_5minute.csv,803,-7.573979353650044,-7.5744740214411035,-7.573979353650044,-7.573983027868113,6,0.7471980074719801,-7.354910777301644,-7.421113816671679,0.9001202240868443,0,0.0,,,0.0,5,0.62266500622665,-7.134463419740227,-7.13505349916183,0.00827083113175272
Cleaned_TCS_5minute.csv,803,-7.803518954277253,-7.803227449759942,-7.8020560049367,-7.803518954277253,12,1.4943960149439601,-7.745216444916021,-7.725709934299345,-0.25185236275068823,2,0.24906600249066002,-6.11813563964922,-5.530761479417688,-9.600541649076764,0,0.0,,,0.0
Cleaned_BAJFINANCE_5minute.csv,803,-7.220599432148776,-7.220099621589284,-7.220599432148776,-7.21997290547087,16,1.9925280199252802,-7.231284256778965,-7.206200014324544,-0.3468850284913836,0,0.0,,,0.0,42,5.230386052303861,-7.377703354420002,-7.365724761030515,-0.16236209039647162
Cleaned_BANKBARODA_5minute.csv,803,-6.9965098587854175,-6.995728104530962,-6.9965098587854175,-6.996958896715741,15,1.86799501867995,-7.481841602409895,-7.439991691321371,-0.559353075251472,0,0.0,,,0.0,42,5.230386052303861,-7.045990502320819,-7.054575679893441,0.12184486439193697
Cleaned_INDIGO_5minute.csv,803,-7.0548226197445025,-7.055195903202012,-7.055085248491563,-7.054800331932885,9,1.1207970112079702,-7.70835010648557,-7.741655286083263,0.43206625461485826,14,1.7434620174346203,-7.106362130144061,-7.121425764707662,0.21197392263059214,5,0.62266500622665,-7.14059894121876,-7.137019518673059,-0.050127763443467324
Cleaned_BPCL_5minute.csv,803,-6.989384654284368,-6.988401016018118,-6.989384654284368,-6.989401063517507,28,3.4869240348692405,-7.601089770279697,-7.572880430001141,-0.3711223144456812,0,0.0,,,0.0,8,0.9962640099626401,-6.888526117040353,-6.890173193816588,0.0239104381438128
Cleaned_MM_5minute.csv,803,-7.142431552399929,-7.1400680321112935,-7.137858358384429,-7.142237042620159,84,10.460772104607722,-7.206179144399703,-7.1835850159262105,-0.31353825683132,27,3.3623910336239105,-6.763170381883718,-6.627160204311667,-2.011041714051401,56,6.973848069738481,-7.383634714737197,-7.380845583430869,-0.03777450285780666
Cleaned_DLF_5minute.csv,803,-7.046406237165497,-7.046406237165497,-7.046058420215309,-7.046406237165497,0,0.0,,,0.0,56,6.973848069738481,-7.573886200890004,-7.5688987542649935,-0.06585056195357851,0,0.0,,,0.0
Cleaned_ICICIBANK_5minute.csv,803,-7.89718080334699,-7.894108795638128,-7.897039763046256,-7.89718080334699,52,6.47571606475716,-8.164494678963434,-8.117055790690038,-0.5810388779556247,3,0.37359900373599003,-8.761998561323695,-8.724246774160436,-0.43085817578079877,0,0.0,,,0.0
Cleaned_SBIN_5minute.csv,803,-7.632768926664279,-7.631205957098682,-7.632961343252638,-7.632768926664279,49,6.102117061021171,-8.006642228547737,-7.981028666074776,-0.3199039215419819,2,0.24906600249066002,-8.569588971449761,-8.646844231675956,0.9015048502743493,0,0.0,,,0.0
Cleaned_MAXHEALTH_5minute.csv,803,-6.6463057536891545,-6.643667719535282,-6.644810569641439,-6.6463057536891545,68,8.468244084682441,-6.7499861373035115,-6.718834057515867,-0.4615132409751765,19,2.3661270236612704,-6.252581203760196,-6.189390004269868,-1.0106418042571907,0,0.0,,,0.0
Cleaned_ADANIENSOL_5minute.csv,804,-6.076163330739549,-6.073591225000358,-6.076163330739549,-6.076122857619025,122,15.17412935323383,-6.149871043114619,-6.132920444636674,-0.27562526692202516,0,0.0,,,0.0,5,0.6218905472636816,-7.4564257492184165,-7.449917671438231,-0.0872814670067266
Cleaned_SHRIRAMFIN_5minute.csv,803,-6.71482412129087,-6.714748057623394,-6.715723714358352,-6.715245478967477,9,1.1207970112079702,-7.314728906091836,-7.307942336649274,-0.09277950734318441,49,6.102117061021171,-6.991862502077937,-7.00660481295931,0.21084955370606617,36,4.483188044831881,-6.880997762880626,-6.890396379944928,0.13658799767386215
Cleaned_HDFCLIFE_5minute.csv,803,-7.307595167957222,-7.306658827249483,-7.307592683867395,-7.309162170261413,34,4.2341220423412205,-7.6444868380719715,-7.622372673709763,-0.28928252256348874,15,1.86799501867995,-7.63967665498561,-7.639543673376902,-0.0017406706424035738,19,2.3661270236612704,-6.212685933275408,-6.27891239907878,1.0659876664400574
Cleaned_ADANIENT_5minute.csv,804,-6.570583293705556,-6.569005923707431,-6.570583293705556,-6.570583293705556,118,14.676616915422885,-6.284784321433439,-6.2740368173784145,-0.17100831954362708,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_TORNTPHARM_5minute.csv,804,-7.332061501109304,-7.331338776797468,-7.332061501109304,-7.332061501109304,30,3.731343283582089,-7.495376797951793,-7.476007786394587,-0.2584127800286022,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_ITC_5minute.csv,802,-7.869368918609854,-7.868690157853061,-7.869122795833931,-7.869195032639915,39,4.86284289276808,-8.135284121880948,-8.121326016061781,-0.17157490273296205,11,1.3715710723192018,-8.09294868015499,-8.07500409231048,-0.22173114588643814,10,1.2468827930174564,-8.691238670691636,-8.677293015902546,-0.1604564702165794
Cleaned_MOTHERSON_5minute.csv,803,-6.706837937171257,-6.704274610691553,-6.706837937171257,-6.706837937171257,52,6.47571606475716,-7.161299907704388,-7.121716231488966,-0.5527442884054645,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_HINDUNILVR_5minute.csv,802,-7.850237722202407,-7.850237722202407,-7.850237722202407,-7.84886282987891,0,0.0,,,0.0,0,0.0,,,0.0,90,11.221945137157107,-7.5786431663304015,-7.5663913480699065,-0.16166242415167426
Cleaned_HAL_5minute.csv,803,-6.9101854105571405,-6.9108892821080845,-6.9101854105571405,-6.9101854105571405,36,4.483188044831881,-7.406224683257708,-7.421924929241255,0.21198716829424097,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_COALINDIA_5minute.csv,803,-7.3905250640178695,-7.387973576083107,-7.3904214678665605,-7.385955562682841,38,4.732254047322541,-7.637294472902303,-7.58337750417562,-0.7059694885143478,3,0.37359900373599003,-7.9840494880849535,-7.956320251585088,-0.347307923645109,171,21.29514321295143,-7.056977189962804,-7.035519239249194,-0.3040671683639647
Cleaned_TECHM_5minute.csv,804,-7.127813986020456,-7.126434450155851,-7.127837570723784,-7.127813986020456,88,10.945273631840797,-7.264034396348854,-7.251430455040415,-0.17351158627186336,42,5.223880597014925,-7.606095631587493,-7.606547110194081,0.00593574717510998,0,0.0,,,0.0
Cleaned_WIPRO_5minute.csv,804,-7.306332779338567,-7.304348024652737,-7.306332779338567,-7.302060455350916,16,1.9900497512437811,-7.205654379120178,-7.105920456157149,-1.384106393612607,0,0.0,,,0.0,98,12.189054726368159,-7.092169883610265,-7.057119388854437,-0.49421397585002425
Cleaned_AXISBANK_5minute.csv,803,-7.533883952214745,-7.537853195190682,-7.533360840697895,-7.533849332513841,47,5.85305105853051,-7.561108230388332,-7.628923168892109,0.8968915195688631,12,1.4943960149439601,-7.947587922966837,-7.912583043964283,-0.4404465775257102,1,0.12453300124533001,-7.039882778757897,-7.012083158932686,-0.3948875385978448
Cleaned_NTPC_5minute.csv,803,-7.374968705886921,-7.374968705886921,-7.374968705886921,-7.370461111634007,0,0.0,,,0.0,0,0.0,,,0.0,105,13.07596513075965,-6.737767646155507,-6.703295282487978,-0.5116288580713907
Cleaned_HYUNDAI_5minute.csv,85,-6.887417003554068,-6.906285052408402,-6.888317064775833,-6.887417003554068,57,67.05882352941175,-6.952420432702644,-6.98055699678367,0.4047017057351311,1,1.1764705882352942,-5.181188920399119,-5.25769412424915,1.4765955271157676,0,0.0,,,0.0
Cleaned_SIEMENS_5minute.csv,802,-6.838591501543806,-6.838591501543806,-6.838591501543806,-6.834494445716716,0,0.0,,,0.0,0,0.0,,,0.0,98,12.219451371571072,-7.428100561928893,-7.3945715948541455,-0.45138009098306014
Cleaned_BAJAJ-AUTO_5minute.csv,803,-7.4225917298475546,-7.422610979191628,-7.422452532018245,-7.4237783851935735,49,6.102117061021171,-7.0407913682594385,-7.0411068217960056,0.004480370459336842,13,1.61892901618929,-7.54500720268895,-7.536409059847789,-0.11395804682727077,17,2.1170610211706102,-6.273017517934556,-6.329069532220074,0.8935414913997158
Cleaned_HINDALCO_5minute.csv,803,-6.957506880379284,-6.95759506955382,-6.957528323426963,-6.957506880379284,18,2.2415940224159403,-7.366678810815123,-7.370613027879149,0.0534055734620944,5,0.62266500622665,-6.629024917327078,-6.632468670784446,0.05194962306397443,0,0.0,,,0.0
Cleaned_PFC_5minute.csv,803,-6.681711679979669,-6.680498856243105,-6.681711679979669,-6.681734723181485,73,9.090909090909092,-6.866442046814511,-6.853100985712309,-0.19429365326677758,0,0.0,,,0.0,1,0.12453300124533001,-6.588589624929823,-6.6070933159877345,0.2808444919364418
Cleaned_ETERNAL_5minute.csv,803,-6.359925821589824,-6.3594912760783275,-6.359925821589824,-6.359699322883379,4,0.49813200498132004,-7.074787207201689,-6.9875521957686715,-1.2330407809893993,0,0.0,,,0.0,68,8.468244084682441,-6.390247263392613,-6.387572580138556,-0.041855708297533524
Cleaned_NIFTY 50_5minute.csv,804,-8.897991670397717,-8.897076048008373,-8.897910916867438,-8.896356811643564,21,2.6119402985074625,-9.327600531053996,-9.2925452738619,-0.3758228825879388,1,0.12437810945273632,-8.628566350329121,-8.56364051198513,-0.7524522117340576,76,9.45273631840796,-9.058434597881751,-9.041139513166774,-0.19092796363536613
Cleaned_NIFTY BANK_5minute.csv,804,-8.499409009324346,-8.495623061789528,-8.499325504760614,-8.499317888171976,66,8.208955223880597,-8.749962017366808,-8.703842292851771,-0.5270848538942169,4,0.4975124378109453,-8.528155790194871,-8.511371372884804,-0.1968118046033412,14,1.7412935323383085,-8.335837607426859,-8.330604649819387,-0.06277662610425085
Cleaned_VBL_5minute.csv,804,-4.450474640128841,-4.448703647131695,-4.449694785577103,-4.450474640128841,28,3.482587064676617,-7.35680208389944,-7.305949284981375,-0.6912351091972102,10,1.2437810945273633,-6.850477291572344,-6.787776985612554,-0.9152691599594852,0,0.0,,,0.0
Cleaned_SHREECEM_5minute.csv,803,-7.3536692622590305,-7.35386634145996,-7.3536692622590305,-7.3536692622590305,97,12.079701120797012,-7.561294295478773,-7.562925786183377,0.021576870848411714,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_RECLTD_5minute.csv,803,-6.749536640510971,-6.748310514689604,-6.750150519338759,-6.749574298344302,68,8.468244084682441,-6.520880934610519,-6.506401831161153,-0.2220421380877568,54,6.724782067247821,-6.640332525134416,-6.649461130666147,0.13747211449393823,1,0.12453300124533001,-7.325423091346816,-7.3556623315117555,0.4127985481229011
Cleaned_LT_5minute.csv,803,-7.502256345914404,-7.502256345914404,-7.5033322244459475,-7.502256345914404,0,0.0,,,0.0,52,6.47571606475716,-8.149367992338163,-8.165982039661817,0.20386915082584617,0,0.0,,,0.0
Cleaned_INFY_5minute.csv,803,-7.399749122723412,-7.39963234305295,-7.399749122723412,-7.399274804046881,5,0.62266500622665,-7.23725053799175,-7.218495722915624,-0.25914281919180765,0,0.0,,,0.0,30,3.7359900373599,-7.691194241898887,-7.678498311990387,-0.1650709825964012
Cleaned_INDIA VIX_5minute.csv,804,-4.768142748936828,-4.780804601079552,-4.766395431224917,-4.768142748936828,47,5.845771144278607,-3.5925608693168103,-3.8091593612902277,6.0290834269039815,125,15.547263681592039,-5.121712572138674,-5.110473824615659,-0.21943338999833245,0,0.0,,,0.0
Cleaned_TVSMOTOR_5minute.csv,803,-7.130212832724643,-7.130270685138911,-7.130212832724643,-7.130212832724643,2,0.24906600249066002,-7.507288207918377,-7.530515952247413,0.3094025923306955,0,0.0,,,0.0,0,0.0,,,0.0
Cleaned_TATACONSUM_5minute.csv,803,-7.512285162690271,-7.512154002044864,-7.512285162690271,-7.506218937672418,11,1.36986301369863,-7.600186309345464,-7.590611582230654,-0.12598016318411115,0,0.0,,,0.0,145,18.05728518057285,-7.602218707968611,-7.568624372180089,-0.44190172736426
Cleaned_GRASIM_5minute.csv,803,-7.484238409214421,-7.484238409214421,-7.484223204485713,-7.483327120434814,0,0.0,,,0.0,2,0.24906600249066002,-7.469315084375014,-7.463210385798801,-0.08173036626856056,112,13.947696139476962,-7.372285216011136,-7.365751600921633,-0.08862401410234777
Cleaned_NESTLEIND_5minute.csv,803,-7.749709224126211,-7.749709224126211,-7.749709224126211,-7.749645419572476,0,0.0,,,0.0,0,0.0,,,0.0,25,3.1133250311332503,-8.064126736291039,-8.062077334025108,-0.025413815195976193
Cleaned_DRREDDY_5minute.csv,803,-7.461728917465057,-7.461646161192832,-7.4615409318987265,-7.4605363108262015,3,0.37359900373599003,-6.183240228883757,-6.161089133351477,-0.35824413595974375,4,0.49813200498132004,-7.796344752695141,-7.758606650254171,-0.484048661751709,79,9.838107098381071,-7.3122203018771375,-7.300097983763199,-0.16578163148102282
